,Company,Location,Date,Rocket,Country
244,US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-06-28,Scout X-4, USA
245,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-07-10,Vostok-2, Kazakhstan
246,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-07-12,Atlas-LV3 Agena-D, USA
247,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1963-07-19,Atlas-LV3 Agena-B, USA
248,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-08-06,Cosmos-2I (63S1), Russia
249,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-08-22,Cosmos-2I (63S1), Russia
250,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-09-06,Atlas-LV3 Agena-D, USA
251,US Air Force,"SLC-5, Vandenberg AFB, California, USA",1963-09-27,Scout X-2B, USA
252,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1963-10-17,Atlas-LV3 Agena-D, USA
253,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-10-18,Vostok-2, Kazakhstan
254,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-10-24,Cosmos-2I (63S1), Russia
255,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-10-25,Atlas-LV3 Agena-D, USA
256,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-01,Poliot, Kazakhstan
257,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-11,Molniya, Kazakhstan
258,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-16,Voskhod, Kazakhstan
259,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1963-11-27,Atlas-LV3C Centaur-B, USA
260,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-11-28,Vostok-2, Kazakhstan
261,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1963-12-13,Cosmos-2I (63S1), Russia
262,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1963-12-18,Atlas-LV3 Agena-D, USA
263,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1963-12-19,Vostok-2, Kazakhstan
264,NASA,"SLC-5, Vandenberg AFB, California, USA",1963-12-19,Scout X-4, USA
265,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1964-01-29,Saturn I, USA
266,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-01-30,Vostok, Kazakhstan
267,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-01-30,Atlas-LV3 Agena-B, USA
268,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-02-19,Molniya, Kazakhstan
269,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-02-25,Atlas-LV3 Agena-D, USA
270,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-02-27,Cosmos-2I (63S1), Russia
271,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-03-11,Atlas-LV3 Agena-D, USA
272,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-03-18,Cosmos-2I (63S1), Russia
273,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-03-21,Molniya, Kazakhstan
274,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-03-27,Molniya, Kazakhstan
275,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-04-02,Molniya, Kazakhstan
276,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-04-04,Vostok-2, Kazakhstan
277,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1964-04-08,Titan II GLV, USA
278,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-04-12,Poliot, Kazakhstan
279,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-04-20,Molniya, Kazakhstan
280,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-04-23,Atlas-LV3 Agena-D, USA
281,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-04-25,Vostok-2, Kazakhstan
282,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-05-18,Voskhod, Kazakhstan
283,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-05-19,Atlas-LV3 Agena-D, USA
284,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1964-05-28,Saturn I, USA
285,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-06-04,Molniya, Kazakhstan
286,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-06-06,Cosmos-2I (63S1), Russia
287,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-06-10,Vostok-2, Kazakhstan
288,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-06-23,Vostok-2, Kazakhstan
289,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1964-06-30,Atlas-LV3C Centaur-C, USA
290,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-07-01,Voskhod, Kazakhstan
291,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-07-06,Atlas-LV3 Agena-D, USA
292,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-07-10,Vostok, Kazakhstan
293,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-07-15,Vostok-2, Kazakhstan
294,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1964-07-17,Atlas-LV3 Agena-D, USA
295,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-07-28,Atlas-LV3 Agena-B, USA
296,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-07-30,Cosmos-2I (63S1), Russia
297,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-08-14,Vostok-2, Kazakhstan
298,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-08-14,Atlas-SLV3 Agena-D, USA
299,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1964-08-18,Cosmos-1 (65S3), Kazakhstan
300,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-08-22,Molniya, Kazakhstan
301,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-08-22,Cosmos-2I (63S1), Russia
302,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-08-28,Vostok-2M, Kazakhstan
303,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",1964-09-01,Titan IIIA, USA
304,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-09-05,Atlas-LV3 Agena-B, USA
305,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-09-13,Voskhod, Kazakhstan
306,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1964-09-18,Saturn I, USA
307,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-09-23,Atlas-SLV3 Agena-D, USA
308,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-09-24,Vostok-2, Kazakhstan
309,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-10-06,Voskhod, Kazakhstan
310,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-10-08,Atlas-SLV3 Agena-D, USA
311,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-10-12,Voskhod, Kazakhstan
312,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-10-14,Vostok-2, Kazakhstan
313,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1964-10-23,Atlas-LV3 Agena-D, USA
314,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1964-10-23,Cosmos-1 (65S3), Kazakhstan
315,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-10-24,Cosmos-2I (63S1), Russia
316,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1964-10-28,Vostok-2, Kazakhstan
317,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1964-11-05,Atlas-LV3 Agena-D, USA
318,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1964-11-28,Atlas-LV3 Agena-D, USA
319,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1964-11-30,Molniya, Kazakhstan
320,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",1964-12-01,Cosmos-2I (63S1), Russia
321,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1964-12-04,Atlas-SLV3 Agena-D, USA
322,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1964-12-09,Cosmos-2I (63S1), Russia
323,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",1964-12-10,Titan IIIA, USA
324,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1964-12-11,Atlas-LV3C Centaur-C, USA
325,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-01-11,Vostok-2, Kazakhstan
326,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-01-19,Titan II GLV, USA
327,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1965-01-21,Atlas-D OV1, USA
328,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1965-01-23,Atlas-SLV3 Agena-D, USA
329,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-01-30,Cosmos-2I (63S1), Russia
330,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",1965-02-11,Titan IIIA, USA
331,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-02-12,Cosmos-2I (63S1), Russia
332,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1965-02-16,Saturn I, USA
333,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1965-02-17,Atlas-LV3 Agena-B, USA
334,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-02-20,Cosmos-2I (63S1), Russia
335,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1965-02-21,Cosmos-1 (65S3), Kazakhstan
336,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-02-22,Voskhod, Kazakhstan
337,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-02-26,Vostok-2M, Kazakhstan
338,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1965-03-02,Atlas-LV3C Centaur-C, USA
339,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-03-07,Voskhod, Kazakhstan
340,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-03-12,Molniya, Kazakhstan
341,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1965-03-12,Atlas-SLV3 Agena-D, USA
342,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1965-03-15,Cosmos-1 (65S3), Kazakhstan
343,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-03-18,Voskhod, Kazakhstan
344,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1965-03-21,Atlas-LV3 Agena-B, USA
345,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-03-23,Titan II GLV, USA
346,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-03-25,Vostok-2, Kazakhstan
347,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-04-03,Atlas-SLV3 Agena-D, USA
348,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-04-10,Molniya, Kazakhstan
349,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-04-17,Voskhod, Kazakhstan
350,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-04-23,Molniya, Kazakhstan
351,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-04-28,Atlas-SLV3 Agena-D, USA
352,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",1965-05-06,Titan IIIA, USA
353,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-05-07,Vostok-2, Kazakhstan
354,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-05-09,Molniya, Kazakhstan
355,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1965-05-25,Saturn I, USA
356,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-05-25,Voskhod, Kazakhstan
357,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-05-27,Atlas-SLV3 Agena-D, USA
358,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1965-05-28,Atlas-D OV1, USA
359,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-06-03,Titan II GLV, USA
360,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-06-08,Molniya, Kazakhstan
361,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-06-15,Vostok-2, Kazakhstan
362,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1965-06-18,Titan IIIC, USA
363,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-06-25,Voskhod, Kazakhstan
364,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-06-25,Atlas-SLV3 Agena-D, USA
365,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-07-02,Cosmos-2I (63S1), Russia
366,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-07-12,Atlas-SLV3 Agena-D, USA
367,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-07-13,Vostok-2, Kazakhstan
368,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1965-07-16,Cosmos-1 (65S3), Kazakhstan
369,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1965-07-16,Proton, Kazakhstan
370,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-07-18,Molniya, Kazakhstan
371,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1965-07-20,Atlas-LV3 Agena-D, USA
372,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-07-23,Cosmos-2I (63S1), Russia
373,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1965-07-30,Saturn I, USA
374,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-08-03,Voskhod, Kazakhstan
375,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-08-03,Atlas-SLV3 Agena-D, USA
376,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1965-08-11,Atlas-LV3C Centaur-D, USA
377,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-08-14,Vostok-2, Kazakhstan
378,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-08-21,Titan II GLV, USA
379,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-08-25,Voskhod, Kazakhstan
380,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1965-09-03,Cosmos-1 (65S3), Kazakhstan
381,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-09-09,Voskhod, Kazakhstan
382,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1965-09-18,Cosmos-1 (65S3), Kazakhstan
383,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-09-23,Voskhod, Kazakhstan
384,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-09-30,Atlas-SLV3 Agena-D, USA
385,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-10-04,Molniya-M /Block L, Kazakhstan
386,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1965-10-05,Atlas-D OV1, USA
387,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1965-10-14,Molniya, Kazakhstan
388,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1965-10-15,Titan IIIC, USA
389,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-10-16,Voskhod, Kazakhstan
390,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-10-19,Cosmos-2I (63SM), Russia
391,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1965-10-25,Atlas-SLV3 Agena-D, USA
392,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-10-28,Voskhod, Kazakhstan
393,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1965-11-02,Proton, Kazakhstan
394,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-11-04,Cosmos-2I (63SM), Russia
395,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1965-11-08,Atlas-SLV3 Agena-D, USA
396,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-11-12,Molniya, Kazakhstan
397,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-11-16,Molniya, Kazakhstan
398,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-11-23,Molniya, Kazakhstan
399,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-11-26,Cosmos-2I (63SM), Russia
400,Armée de l'Air,"Brigitte, Hammaguir, Algeria, France",1965-11-26,Diamant A, France
401,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-11-27,Vostok-2, Kazakhstan
402,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-12-03,Molniya, Kazakhstan
403,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-12-04,Titan II GLV, USA
404,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-12-10,Vostok-2, Kazakhstan
405,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1965-12-15,Titan II GLV, USA
406,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-12-17,Vostok-2M, Kazakhstan
407,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-12-21,Cosmos-2I (63S1), Russia
408,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1965-12-21,Titan IIIC, USA
409,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1965-12-27,Vostok-2A, Kazakhstan
410,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",1965-12-28,Cosmos-1 (65S3), Kazakhstan
411,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1965-12-28,Cosmos-2I (63S1), Russia
412,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-01-07,Vostok-2, Kazakhstan
413,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-01-19,Atlas-SLV3 Agena-D, USA
414,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-01-22,Vostok-2, Kazakhstan
415,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1966-01-25,Cosmos-2I (63SM), Russia
416,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-01-31,Molniya-M /Block L, Kazakhstan
417,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-02-10,Vostok-2, Kazakhstan
418,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1966-02-11,Cosmos-2I (63S1), Russia
419,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-02-15,Atlas-SLV3 Agena-D, USA
420,Armée de l'Air,"Brigitte, Hammaguir, Algeria, France",1966-02-17,Diamant A, France
421,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-02-19,Voskhod, Kazakhstan
422,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1966-02-21,Cosmos-2I (63S1), Russia
423,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-02-22,Voskhod, Kazakhstan
424,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1966-02-26,Saturn IB, USA
425,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-03-01,Molniya-M /Block L, Kazakhstan
426,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-03-16,Atlas-SLV3 Agena-D, USA
427,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1966-03-17,Vostok-2, Russia
428,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-03-18,Atlas-SLV3 Agena-D, USA
429,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-03-21,Voskhod, Kazakhstan
430,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1966-03-24,Proton, Kazakhstan
431,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-03-27,Molniya, Kazakhstan
432,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-03-30,Atlas-D OV1, USA
433,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-03-31,Molniya-M /Block L, Kazakhstan
434,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1966-04-06,Voskhod, Russia
435,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1966-04-08,Atlas-LV3C Centaur-D, USA
436,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-04-08,Atlas-SLV3B Agena-D, USA
437,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-04-19,Atlas-SLV3 Agena-D, USA
438,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-04-20,Vostok-2, Kazakhstan
439,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-04-25,Molniya, Kazakhstan
440,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1966-04-26,Cosmos-2I (63SM), Russia
441,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-05-06,Vostok-2, Kazakhstan
442,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-05-11,Vostok-2M, Kazakhstan
443,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-05-14,Atlas-SLV3 Agena-D, USA
444,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-05-16,Titan II GLV, USA
445,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1966-05-17,Voskhod, Russia
446,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-05-17,Atlas-SLV3 Agena-D, USA
447,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1966-05-24,Cosmos-2I (63SM), Russia
448,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1966-05-30,Atlas-LV3C Centaur-D, USA
449,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-06-01,Atlas SLV-3, USA
450,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-06-03,Titan II GLV, USA
451,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-06-03,Atlas-SLV3 Agena-D, USA
452,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1966-06-07,Atlas-SLV3 Agena-B, USA
453,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-06-08,Voskhod, Kazakhstan
454,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-06-09,Atlas-SLV3 Agena-D, USA
455,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1966-06-16,Titan IIIC, USA
456,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1966-06-17,Voskhod, Russia
457,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-06-25,Vostok-2M, Kazakhstan
458,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",1966-07-05,Saturn IB, USA
459,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1966-07-06,Proton, Kazakhstan
460,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1966-07-08,Cosmos-2I (63S1), Russia
461,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-07-12,Atlas-SLV3 Agena-D, USA
462,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1966-07-14,Atlas-D OV1, USA
463,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-07-14,Voskhod, Kazakhstan
464,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-07-18,Atlas-SLV3 Agena-D, USA
465,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-07-18,Titan II GLV, USA
466,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-07-20,Vostok-2A, Kazakhstan
467,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-07-28,Voskhod, Kazakhstan
468,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1966-07-29,Titan IIIB, USA
469,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-08-08,Voskhod, Kazakhstan
470,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1966-08-10,Atlas-SLV3 Agena-D, USA
471,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-08-16,Atlas-SLV3 Agena-D, USA
472,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-08-19,Atlas-SLV3 Agena-D, USA
473,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-08-24,Molniya-M /Block L, Kazakhstan
474,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1966-08-25,Saturn IB, USA
475,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1966-08-26,Titan IIIC, USA
476,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-08-27,Voskhod, Kazakhstan
477,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA",1966-09-12,Atlas-SLV3 Agena-D, USA
478,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1966-09-12,Titan II GLV, USA
479,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1966-09-16,Vostok-2, Kazakhstan
480,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-09-16,Atlas-SLV3 Agena-D, USA
481,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan",1966-09-17,Tsyklon, Kazakhstan
482,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1966-09-20,Atlas-LV3C Centaur-D, USA
483,UT,"Uchinoura Space Center, Japan",1966-09-26,Lambda-IV S, Japan
484,US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1966-09-28,Titan IIIB, USA
485,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",1966-10-05,Atlas-SLV3 Agena-D, USA
486,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",1966-10-12,Atlas-SLV3 Agena-D, USA
